City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Vanimo,PG,-2.6741,141.3028,78.44,90,95,6.85,overcast clouds
349,Luena,AO,-11.7833,19.9167,86.34,10,3,4.9,clear sky
350,Lata,PT,40.1629,-8.3327,75.92,17,68,11.05,broken clouds
351,Bedesa,ET,8.9,40.7833,69.6,72,55,7.76,light rain
352,Lagoa,PT,39.05,-27.9833,73.56,82,48,2.46,scattered clouds
353,Toora-Khem,RU,52.4675,96.11,56.75,88,13,3.33,few clouds
354,Namatanai,PG,-3.6667,152.4333,79.29,82,15,8.79,few clouds
355,Ca Mau,VN,9.1769,105.15,80.6,80,100,3.36,overcast clouds
356,Barreirinha,BR,-2.7933,-57.07,84.9,66,100,2.68,overcast clouds
357,Thinadhoo,MV,0.5333,72.9333,83.16,71,40,17.11,scattered clouds
358,Baturaja,ID,-4.1333,104.1667,73.17,98,92,1.9,overcast clouds
359,Mishkino,RU,55.3389,63.9175,73.63,31,6,5.68,clear sky
360,Hattiesburg,US,31.3271,-89.2903,88.29,66,1,0.0,clear sky
361,Raudeberg,NO,61.9875,5.1352,59.67,88,100,1.54,overcast clouds
362,Hay River,CA,60.8156,-115.7999,69.78,56,75,12.66,broken clouds
363,Lorengau,PG,-2.0226,147.2712,80.89,83,37,10.13,scattered clouds
364,Santa Maria,BR,-29.6842,-53.8069,63.7,77,40,5.75,scattered clouds
365,Santa Cruz,BO,-17.8,-63.1667,73.45,25,5,13.8,clear sky
366,Comarapa,BO,-17.9,-64.4833,63.55,49,8,3.49,clear sky
367,Sehithwa,BW,-20.4667,22.7167,83.98,17,66,10.13,broken clouds
368,Mizdah,LY,31.4451,12.9801,94.87,18,0,11.81,clear sky
369,Quesnel,CA,52.9999,-122.5029,59.5,82,1,2.3,clear sky
370,Chapleau,CA,47.8405,-83.4034,60.89,55,20,8.05,few clouds
371,Fort Wellington,GY,6.4,-57.6,84.24,68,89,7.54,overcast clouds
372,Saa,CM,4.3667,11.45,83.41,55,72,7.4,broken clouds
373,Brookhaven,US,31.5791,-90.4407,86.95,66,19,2.17,few clouds
374,Fortuna,US,40.5982,-124.1573,55.98,96,90,0.0,overcast clouds
375,San Juan De Los Morros,VE,9.9115,-67.3538,76.93,89,100,3.58,light rain
376,Quatre Cocos,MU,-20.2078,57.7625,73.51,81,12,13.15,light rain
377,Whitehorse,CA,60.7161,-135.0538,52.57,71,90,6.91,overcast clouds
378,Torbay,CA,47.6666,-52.7314,76.75,90,90,9.22,light rain
379,Tucuma,BR,-0.1833,-50.05,87.1,62,35,7.72,scattered clouds
380,Nome,US,64.5011,-165.4064,48.27,87,90,16.11,light rain
381,Yishui,CN,35.7847,118.6281,66.11,84,3,4.97,light rain
382,Rio Do Sul,BR,-27.2142,-49.6431,59.9,96,100,1.16,light rain
383,Dese,ET,11.1333,39.6333,65.64,66,12,3.83,light rain
384,Ossora,RU,59.2353,163.0719,54.91,84,23,3.47,few clouds
385,Tigzirt,DZ,36.8886,4.1198,93.38,43,4,13.2,clear sky
386,Borisoglebskiy,RU,57.2586,39.1508,73.04,58,74,5.21,broken clouds
387,Bihoro,JP,43.8228,144.1044,50.38,94,100,6.17,overcast clouds
388,Hambantota,LK,6.1241,81.1185,80.56,73,87,21.18,overcast clouds
389,Bambanglipuro,ID,-7.95,110.2833,77.34,85,83,6.55,broken clouds
390,Zhovkva,UA,50.0583,23.9726,83.41,47,54,3.85,broken clouds
391,Camapua,BR,-19.5314,-54.0439,89.67,21,0,5.93,clear sky
392,Olafsvik,IS,64.8945,-23.7142,54.64,80,85,11.43,overcast clouds
393,Beitbridge,ZW,-22.2167,30.0,63.91,53,100,18.19,overcast clouds
394,Kasongo,CD,-4.45,26.6667,90.68,30,98,1.03,overcast clouds
395,Eureka,US,40.8021,-124.1637,56.25,90,31,4.88,scattered clouds
396,Key West,US,24.5557,-81.7826,89.6,69,40,20.71,scattered clouds
397,Tezu,IN,27.9167,96.1667,75.69,98,100,1.5,overcast clouds
398,Ishigaki,JP,24.3448,124.1572,82.83,85,6,16.31,clear sky
399,San Vito Al Tagliamento,IT,45.9144,12.85,97.88,42,0,2.82,clear sky
400,Brownwood,US,31.7093,-98.9912,84.2,58,75,4.61,broken clouds
401,Zaysan,KZ,47.4667,84.8667,62.56,68,100,5.57,overcast clouds
402,Marigot,MF,18.0667,-63.0833,88.02,74,75,14.97,broken clouds
403,Hamilton,US,39.1834,-84.5333,79.41,65,75,3.0,broken clouds
404,Komsomolets,KZ,53.7453,62.0708,73.09,33,8,2.89,clear sky
405,Itigi,TZ,-5.7,34.4833,79.45,25,6,9.6,clear sky
406,Port Hardy,CA,50.6996,-127.4199,59.18,88,75,3.44,broken clouds
407,Cortez,US,37.3489,-108.5859,72.41,64,1,4.61,clear sky
408,Bengkulu,ID,-3.8004,102.2655,77.4,89,94,4.9,overcast clouds
409,Ylivieska,FI,64.0833,24.55,61.88,91,100,5.7,light rain
410,Kralendijk,BQ,12.15,-68.2667,87.78,70,75,12.66,broken clouds
411,Volsk,RU,52.0333,47.3833,88.88,17,100,4.9,overcast clouds
412,Kargasok,RU,59.0556,80.8572,58.62,87,95,5.14,overcast clouds
413,Matara,LK,5.9485,80.5353,78.93,84,90,13.53,overcast clouds
414,Mercedes,AR,-34.6515,-59.4307,62.85,65,0,2.62,clear sky
415,Labuhan,ID,-6.8844,112.2051,79.68,78,67,8.99,broken clouds
416,Kedrovyy,RU,56.1667,91.8167,55.81,89,100,3.98,overcast clouds
417,Fasa,IR,28.9383,53.6482,97.84,12,20,11.5,few clouds
418,Kysyl-Syr,RU,63.8986,122.7617,58.68,57,96,5.93,overcast clouds
419,Naze,JP,28.3667,129.4833,78.42,88,100,14.65,overcast clouds
420,Mehamn,NO,71.0357,27.8492,50.29,84,100,14.23,overcast clouds
421,Paamiut,GL,61.994,-49.6678,44.58,99,100,14.45,overcast clouds
422,Anadyr,RU,64.75,177.4833,55.9,88,0,2.24,clear sky
423,Westport,US,41.1415,-73.3579,88.75,77,20,1.01,few clouds
424,Kaitangata,NZ,-46.2817,169.8464,46.15,76,96,14.27,overcast clouds
425,San Mateo Del Mar,MX,16.2,-95.0,83.73,68,3,26.49,clear sky
426,Kudahuvadhoo,MV,2.6708,72.8944,82.85,74,56,17.43,broken clouds
427,Necochea,AR,-38.5473,-58.7368,59.04,56,0,10.76,clear sky
428,Macarthur,PH,10.8347,124.9953,78.22,88,52,1.92,broken clouds
429,Champasak,LA,14.75,106.0,73.26,98,100,1.19,overcast clouds
430,Gamba,GA,-2.65,10.0,77.45,78,97,10.74,overcast clouds
431,Yablonovo,RU,50.8523,37.3574,76.86,33,100,10.29,overcast clouds
432,Dunedin,NZ,-45.8742,170.5036,49.8,47,81,15.01,broken clouds
433,Chicama,PE,-7.8447,-79.1469,63.14,64,58,6.55,broken clouds
434,San Patricio,US,28.017,-97.5169,91.26,62,27,3.85,scattered clouds
435,Hualmay,PE,-11.0964,-77.6139,64.96,74,41,6.67,scattered clouds
436,Ixtapa,MX,20.7,-105.2,83.23,74,75,0.0,broken clouds
437,Outjo,NA,-20.1167,16.15,83.95,9,3,11.86,clear sky
438,Ponezhukay,RU,44.8876,39.3855,70.72,86,100,10.36,overcast clouds
439,Bongandanga,CD,1.5,21.05,91.58,37,81,4.05,broken clouds
440,Ternate,ID,0.8,127.4,80.15,78,69,2.68,broken clouds
441,Marienburg,PL,54.0359,19.0266,76.95,37,75,10.31,broken clouds
442,Port-Cartier,CA,50.0334,-66.8654,64.92,100,100,4.76,overcast clouds
443,Saint-Augustin,CA,51.226,-58.6502,76.03,69,51,9.35,broken clouds
444,Camocim,BR,-2.9022,-40.8411,90.63,48,64,10.45,broken clouds
445,Skjervoy,NO,70.0311,20.9714,49.82,76,24,6.31,few clouds
446,Pareora,NZ,-44.4871,171.2132,40.6,61,6,7.47,clear sky
447,Madridejos,ES,39.4682,-3.532,109.35,6,22,16.46,few clouds
448,Naples,IT,40.8333,14.25,100.85,35,0,5.01,clear sky
449,Ahome,MX,25.9167,-109.1833,86.09,84,23,3.0,few clouds
450,Plettenberg Bay,ZA,-34.0527,23.3716,59.13,70,5,14.97,clear sky
451,Redmond,US,47.674,-122.1215,71.46,80,6,4.0,clear sky
452,Bilma,NE,18.6853,12.9164,105.22,12,18,7.23,few clouds
453,Shakawe,BW,-18.3667,21.85,86.47,11,63,7.81,broken clouds
454,Babu,CN,24.4167,111.5167,78.04,94,100,3.06,light rain
455,Boguchany,RU,58.3814,97.4531,60.6,99,100,2.37,heavy intensity rain
456,Tazmalt,DZ,36.3868,4.3989,107.31,9,18,17.2,few clouds
457,Basqal,AZ,40.7552,48.391,82.92,29,9,13.85,clear sky
458,Gorontalo,ID,0.5412,123.0595,74.82,95,94,3.56,overcast clouds
459,Olden,NO,61.8364,6.8064,59.16,94,100,2.68,light rain
460,Santa Rosa,PH,14.3122,121.1114,80.11,77,100,1.36,overcast clouds
461,Vao,NC,-22.6667,167.4833,66.18,61,16,15.37,few clouds
462,Barcelona,ES,41.3888,2.159,108.19,48,0,3.0,clear sky
463,Buraydah,SA,26.326,43.975,109.85,8,28,7.23,scattered clouds
464,Abeche,TD,13.8292,20.8324,84.6,54,99,11.97,overcast clouds
465,Inuvik,CA,68.3499,-133.7218,47.26,90,75,3.44,broken clouds
466,Ginda,IN,30.6945,78.4932,65.17,91,9,3.29,clear sky
467,Palmer,US,42.1584,-72.3287,84.51,73,75,5.75,broken clouds
468,Karratha,AU,-20.7377,116.8463,71.94,40,61,8.88,broken clouds
469,Krasnoselkup,RU,65.7,82.4667,61.47,73,100,6.73,overcast clouds
470,Holalkere,IN,14.0333,76.1833,71.01,87,100,13.94,overcast clouds
471,Acari,PE,-15.4311,-74.6158,71.38,56,67,7.36,broken clouds
472,Cleveland,US,41.4995,-81.6954,78.71,69,20,8.05,few clouds
473,Sopelana,ES,43.3789,-2.9831,91.29,83,75,3.0,broken clouds
474,Alyangula,AU,-13.8483,136.4192,72.88,87,6,8.9,clear sky
475,Virginia Beach,US,36.8529,-75.978,91.02,69,20,11.5,few clouds
476,Kimberley,ZA,-28.7323,24.7623,44.29,100,90,12.66,heavy intensity rain
477,Kembe,CF,4.6228,21.8865,82.85,66,53,1.23,broken clouds
478,Fereydun Kenar,IR,36.6864,52.5225,88.11,72,70,6.31,broken clouds
479,Winchester,GB,51.0651,-1.3187,76.64,57,20,4.0,few clouds
480,Santo Antonio Do Ica,BR,-3.1022,-67.9397,78.06,81,100,0.67,overcast clouds
481,Mathathane,BW,-22.2687,28.7495,60.98,58,100,19.95,overcast clouds
482,Morondava,MG,-20.2833,44.2833,76.05,70,0,19.42,clear sky
483,Oussouye,SN,12.485,-16.5469,85.32,65,100,10.33,overcast clouds
484,Darovskoy,RU,58.77,47.9564,69.15,60,98,4.56,overcast clouds
485,Cravo Norte,CO,6.3017,-70.2041,73.56,94,100,6.51,overcast clouds
486,Englehart,CA,47.8169,-79.8664,60.82,63,75,13.8,broken clouds
487,Inongo,CD,-1.95,18.2667,77.14,60,67,1.12,light rain
488,Santa Marta,CO,11.2408,-74.199,84.34,66,27,2.71,scattered clouds
489,Palafrugell,ES,41.9174,3.1631,102.07,91,2,3.0,clear sky
490,Carolina,PR,18.3808,-65.9574,91.09,74,40,16.11,haze
491,Repatriacion,PY,-25.5333,-55.95,75.25,52,45,1.68,scattered clouds
492,Shimoda,JP,34.6667,138.95,80.71,93,100,20.78,overcast clouds
493,Andenes,NO,69.3143,16.1194,51.78,76,90,12.66,overcast clouds
494,Mananara,MG,-16.1667,49.7667,70.48,87,16,8.57,light rain
495,Toamasina,MG,-18.1667,49.3833,75.2,78,40,12.66,light rain
496,Nuuk,GL,64.1835,-51.7216,54.21,87,75,34.52,broken clouds
497,Dali,CN,25.7,100.1833,63.75,96,100,2.77,light rain
498,Sulangan,PH,11.1373,123.7228,82.87,71,26,6.8,scattered clouds
499,Coihaique,CL,-45.5752,-72.0662,47.01,66,75,4.61,broken clouds
500,Tilichiki,RU,60.4667,166.1,49.08,89,85,2.1,overcast clouds
501,Buin,CL,-33.7333,-70.75,57.52,25,65,4.43,broken clouds
502,Elliot Lake,CA,46.3834,-82.6331,62.69,44,0,9.73,clear sky
503,Tuatapere,NZ,-46.1333,167.6833,44.82,84,89,7.18,overcast clouds
504,San Andres,CO,12.5847,-81.7006,86.02,20,75,12.66,broken clouds
505,Thunder Bay,CA,48.4001,-89.3168,71.29,52,20,4.61,few clouds
506,Lasa,IT,46.6166,10.7002,88.02,57,59,4.68,broken clouds
507,Fare,PF,-16.7,-151.0167,78.01,76,3,6.51,clear sky
508,Fukue,JP,32.6881,128.8419,78.21,81,100,16.67,light rain
509,Khash,IR,28.2211,61.2158,87.8,12,7,15.57,clear sky
510,Brunico,IT,46.7958,11.9364,88.39,41,29,3.87,scattered clouds
511,Langarud,IR,37.197,50.1535,86.05,60,2,4.0,clear sky
512,Kyshtovka,RU,56.555,76.6271,57.96,88,99,5.12,overcast clouds
513,Ostrovnoy,RU,68.0531,39.5131,50.61,81,91,15.99,overcast clouds
514,Sola,VU,-13.8833,167.55,77.31,81,83,26.69,broken clouds
515,Prince Albert,CA,53.2001,-105.7677,71.55,53,90,4.61,overcast clouds
516,Noumea,NC,-22.2763,166.4572,58.98,67,61,10.07,broken clouds
517,Bestobe,KZ,52.4994,73.0975,63.32,55,100,9.01,overcast clouds
518,Haimen,CN,23.1935,116.6142,78.69,88,100,9.37,overcast clouds
519,Marawi,PH,7.9986,124.2928,65.64,93,96,2.08,overcast clouds
520,Beringovskiy,RU,63.05,179.3167,54.99,78,98,10.18,overcast clouds
521,Tessalit,ML,20.1986,1.0114,108.99,6,3,16.02,clear sky
522,Haines Junction,CA,60.7522,-137.5108,42.75,100,100,1.14,light rain
523,Ambunti,PG,-4.2365,142.8448,74.03,98,99,1.74,overcast clouds
524,Avera,US,33.194,-82.5271,88.93,57,82,3.22,broken clouds
525,Ouesso,CG,1.6136,16.0517,84.6,59,99,2.93,overcast clouds
526,Husavik,IS,66.0449,-17.3389,57.11,94,100,11.41,overcast clouds
527,Bella Union,UY,-30.2752,-57.6007,64.18,68,46,5.26,scattered clouds
528,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,67.68,34,83,4.94,broken clouds
529,Starkville,US,33.4504,-88.8184,85.51,78,75,0.0,broken clouds
530,Mulege,MX,26.8833,-111.9833,86.43,60,21,1.79,few clouds
531,Mananjary,MG,-21.2167,48.3333,67.91,76,99,12.84,overcast clouds
532,Hami,CN,42.8,93.45,93.29,15,66,7.61,broken clouds
533,Sosua,DO,19.7667,-70.5167,89.53,83,20,6.91,few clouds
534,Kirkland Lake,CA,48.1446,-80.0377,59.29,58,19,9.73,few clouds
535,Pimentel,PE,-6.8367,-79.9342,70.09,80,0,3.0,clear sky
536,Merauke,ID,-8.4667,140.3333,77.32,87,98,15.23,overcast clouds
537,Kimparana,ML,12.8347,-4.9244,82.04,68,98,7.36,overcast clouds
538,Kieta,PG,-6.2167,155.6333,79.03,84,100,7.23,overcast clouds
539,Teahupoo,PF,-17.8333,-149.2667,67.96,75,15,9.17,light rain
540,Torquay,GB,50.4638,-3.5143,75.06,76,16,5.01,few clouds
541,Slobidka,UA,47.8869,29.3461,80.13,33,0,3.27,clear sky
542,Beloha,MG,-25.1667,45.05,61.18,63,81,12.01,broken clouds
543,Muzhi,RU,65.3667,64.6667,71.35,56,99,16.64,overcast clouds
544,Yaan,NG,7.3833,8.5667,84.22,67,87,4.32,overcast clouds
545,Soyo,AO,-6.1349,12.3689,76.51,77,61,11.5,broken clouds
546,Zhicheng,CN,30.2956,111.5047,71.15,86,89,4.54,light rain
547,Tondano,ID,1.3038,124.9112,69.89,92,88,3.53,overcast clouds
548,Sumbe,AO,-11.2061,13.8437,75.24,78,20,9.95,few clouds
549,Adrar,MR,20.5022,-10.0711,105.85,14,1,9.6,clear sky
550,Altay,CN,47.8667,88.1167,66.06,47,100,9.53,overcast clouds
551,Aklavik,CA,68.2191,-135.0107,47.23,87,40,5.75,haze
552,Aasiaat,GL,68.7098,-52.8699,38.5,99,98,5.84,overcast clouds
553,Jishui,CN,33.7333,115.4,70.29,91,18,5.77,light rain
554,Sydney,AU,-33.8679,151.2073,52.74,84,0,1.99,clear sky
555,Gweta,BW,-20.1833,25.2333,81.68,19,54,12.15,broken clouds
556,Porto Seguro,BR,-16.4497,-39.0647,77.52,65,20,8.05,few clouds
557,Ranau,MY,5.9538,116.6641,74.05,98,92,0.78,overcast clouds
558,Villa Carlos Paz,AR,-31.4241,-64.4978,58.28,23,0,4.14,clear sky
559,Rio Tercero,AR,-32.173,-64.1141,62.47,26,0,5.28,clear sky
560,Cap Malheureux,MU,-19.9842,57.6142,73.89,71,1,1.99,clear sky
561,Iguape,BR,-24.7081,-47.5553,66.69,86,93,3.67,overcast clouds
562,Bandarbeyla,SO,9.4942,50.8122,77.43,84,78,32.59,broken clouds
563,Caucaia,BR,-3.7361,-38.6531,87.75,51,0,14.97,clear sky
564,Mtwara,TZ,-10.2667,40.1833,80.31,54,3,16.11,clear sky
565,Port Hedland,AU,-20.3167,118.5667,66.25,48,90,2.3,overcast clouds
566,Mwinilunga,ZM,-11.7358,24.4293,84.34,14,0,6.82,clear sky
567,San Luis,AR,-33.295,-66.3356,61.74,19,0,9.91,clear sky
568,Shakiso,ET,5.75,38.9167,66.31,71,100,1.9,light rain
569,Parana,AR,-31.732,-60.5238,66.54,58,0,1.81,clear sky
570,Sur,OM,22.5667,59.5289,89.29,60,31,5.79,scattered clouds
571,Oliva,ES,38.9197,-0.1194,90.72,48,0,8.72,clear sky
572,Mareeba,AU,-17.0,145.4333,66.43,88,75,3.09,broken clouds
573,Hameenlinna,FI,60.996,24.4643,64.74,51,66,10.87,broken clouds
574,Novyy Svit,UA,47.8059,38.0211,65.23,85,100,15.95,overcast clouds
575,Itupiranga,BR,-5.1347,-49.3267,89.92,38,2,1.79,clear sky
576,Tadine,NC,-21.55,167.8833,67.32,58,100,14.32,overcast clouds
577,Rio Cuarto,AR,-33.1307,-64.3499,62.37,34,0,6.91,clear sky
578,Boende,CD,-0.2167,20.8667,88.21,51,54,4.61,broken clouds
579,Yorosso,ML,12.3536,-4.7761,78.66,76,99,7.07,light rain
580,Nioro,GM,13.35,-15.75,89.69,56,99,5.35,overcast clouds
581,Qasigiannguit,GL,68.8193,-51.1922,53.85,93,99,4.72,overcast clouds
582,Sapele,NG,5.8941,5.6767,82.27,73,77,8.08,light rain
583,Tukrah,LY,32.5341,20.5791,84.79,60,0,23.35,clear sky
584,San Juan,AR,-31.5375,-68.5364,62.49,24,0,5.82,clear sky
585,Los Negros,BO,-17.7333,-63.4333,73.53,22,20,5.26,few clouds
586,Bucerias,MX,20.75,-105.3333,82.98,74,75,0.0,broken clouds
587,Bonavista,CA,48.6499,-53.1147,80.6,91,83,5.79,broken clouds
588,Pimenteiras,BR,-6.2453,-41.4192,93.07,27,22,7.63,few clouds
589,Kamaishi,JP,39.2667,141.8833,66.69,95,100,11.39,heavy intensity rain
590,Mayo,US,38.8876,-76.5119,88.74,78,1,1.01,clear sky
591,Anuppur,IN,23.1,81.6833,77.95,83,98,4.45,overcast clouds
592,Wageningen,NL,51.9667,5.6667,77.25,62,75,5.01,broken clouds
593,Ambanja,MG,-13.6833,48.45,74.95,78,0,3.31,clear sky
594,Iracoubo,GF,5.4802,-53.2011,84.06,71,62,10.0,broken clouds
595,Mangrol,IN,21.1167,70.1167,80.76,80,99,17.07,overcast clouds
596,Nileshwar,IN,12.25,75.1,78.48,83,100,8.19,overcast clouds
597,West Wendover,US,40.7391,-114.0733,79.81,26,1,0.0,clear sky
598,Hirara,JP,24.8,125.2833,82.54,84,17,15.82,few clouds
599,Pulandian,CN,39.3953,121.9669,73.53,91,0,0.78,light rain
600,Tolaga Bay,NZ,-38.3667,178.3,48.13,82,62,8.72,broken clouds
601,Darnah,LY,32.767,22.6367,82.2,63,0,18.66,clear sky
602,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.17,74,68,8.68,broken clouds
603,Gat,IL,31.61,34.7642,90.39,25,0,12.97,clear sky
604,Payo,ID,-3.7508,103.6372,74.03,98,100,1.19,overcast clouds
605,Blagoyevo,RU,63.3667,47.9167,61.92,83,34,11.03,scattered clouds
606,Wanaka,NZ,-44.7,169.15,32.13,81,7,5.61,clear sky
607,Boa Vista,BR,2.8197,-60.6733,82.38,69,75,5.75,broken clouds
608,Bathsheba,BB,13.2167,-59.5167,77.61,88,75,3.44,broken clouds
609,Gornopravdinsk,RU,60.05,69.9,65.75,67,1,6.38,clear sky
610,Yerbogachen,RU,61.2767,108.0108,60.64,81,98,0.83,overcast clouds
611,Nebug,RU,44.1714,39.0036,72.16,87,100,4.59,overcast clouds
612,Mglin,RU,53.0591,32.8475,76.21,42,69,1.14,broken clouds
613,Padang,ID,-0.9492,100.3543,77.65,91,100,6.33,light rain
614,Durgapur,IN,23.4833,87.3167,86.13,73,100,8.08,overcast clouds
615,Shahrud,IR,36.4182,54.9763,81.1,32,21,13.85,few clouds
616,Tornio,FI,65.8481,24.1466,69.82,63,35,1.86,scattered clouds
617,Alcudia,ES,39.8532,3.1214,101.7,49,0,0.47,clear sky
618,Mushie,CD,-3.0167,16.9,97.45,27,71,2.91,broken clouds
619,Adwa,ET,14.1646,38.8955,68.81,76,50,7.23,scattered clouds
620,Tabou,CI,4.423,-7.3528,80.06,61,74,8.14,broken clouds
621,Aksarka,RU,66.5606,67.7975,68.86,73,77,5.73,broken clouds
622,Alugan,PH,12.2188,125.4808,79.38,81,100,6.96,overcast clouds
623,Sebu,PH,6.22,124.6936,69.82,90,21,0.38,few clouds
624,Torrington,US,41.8007,-73.1212,82.13,83,88,4.65,overcast clouds
625,Diamantino,BR,-14.4086,-56.4461,89.47,27,25,7.07,scattered clouds
626,Luganville,VU,-15.5333,167.1667,74.16,85,97,12.95,overcast clouds
627,Novyy Urengoy,RU,66.0833,76.6333,64.06,74,100,12.46,overcast clouds
628,Bauska,LV,56.4075,24.1906,69.55,48,97,14.67,overcast clouds
629,Aldan,RU,58.6031,125.3894,60.6,63,17,8.9,few clouds
630,Cianjur,ID,-6.8224,107.1393,75.47,95,24,0.2,few clouds
631,Vestmanna,FO,62.1564,-7.1664,50.92,93,75,8.05,broken clouds
632,Hobyo,SO,5.3505,48.5268,78.49,79,63,28.9,broken clouds
633,Bull Savanna,JM,17.8868,-77.5902,83.8,59,33,5.53,scattered clouds
634,Talcahuano,CL,-36.7167,-73.1167,46.08,76,90,5.75,overcast clouds
635,College,US,64.8569,-147.8028,48.52,91,75,3.44,broken clouds
636,Kupang,ID,-10.1667,123.5833,76.98,77,5,12.28,clear sky
637,Morro Bay,US,35.3658,-120.8499,69.58,66,42,1.01,scattered clouds
638,Kaka,TM,37.3482,59.6143,88.63,15,0,8.75,clear sky
639,Rudsar,IR,37.1376,50.288,86.05,65,1,3.2,clear sky
640,Turka,UA,49.1541,23.0297,78.26,46,24,5.39,few clouds
641,Nunkini,MX,20.3333,-90.1833,84.16,51,21,3.87,few clouds
642,Lang Suan,TH,9.9456,99.0785,79.52,83,100,4.61,overcast clouds
643,Taywarah,AF,33.35,64.4167,63.23,19,1,16.62,clear sky
644,Manavalakurichi,IN,8.1333,77.3,82.49,80,100,19.28,overcast clouds
645,Togur,RU,58.3631,82.8265,56.77,73,86,5.73,overcast clouds
646,Porosozero,RU,62.7191,32.727,60.51,92,100,8.99,light rain
647,Birao,CF,10.2849,22.7882,78.48,87,99,4.16,light rain
648,Camacha,PT,33.0833,-16.3333,75.96,73,20,16.11,few clouds
649,Ibra,OM,22.6906,58.5334,101.35,22,85,14.45,overcast clouds
650,Idlib,SY,35.9306,36.6339,87.19,35,0,18.86,clear sky
651,Moron,AR,-34.6534,-58.6198,63.0,79,0,2.13,clear sky
652,Dwarka,IN,22.2394,68.9678,80.64,81,100,19.26,overcast clouds
653,Goranboy,AZ,40.6103,46.7897,95.29,31,21,21.97,few clouds
654,Palana,RU,59.1167,159.9667,48.24,87,29,10.96,scattered clouds
655,Beipiao,CN,41.7919,120.7792,64.83,77,69,2.55,light rain
656,Manzanillo,CU,20.3433,-77.1167,85.21,58,51,6.78,broken clouds
657,Ust-Tsilma,RU,65.441,52.1498,53.13,95,100,18.84,overcast clouds
658,Sheltozero,RU,61.3667,35.3667,65.37,80,96,10.07,overcast clouds
659,Stornoway,GB,58.2093,-6.3865,60.93,77,75,5.75,broken clouds
660,Anqing,CN,30.5092,117.0506,71.76,98,100,5.14,light rain
661,Great Yarmouth,GB,52.6083,1.7305,74.44,68,100,11.65,overcast clouds
662,Synya,RU,65.3718,58.0387,56.98,86,70,15.75,broken clouds
663,Isla Mujeres,MX,21.2311,-86.731,86.05,65,0,3.51,clear sky
664,Vaitape,PF,-16.5167,-151.75,77.92,75,7,5.73,clear sky
665,Poum,NC,-20.2333,164.0167,69.13,66,46,17.02,scattered clouds
666,Rawson,AR,-43.3002,-65.1023,54.45,56,25,12.64,scattered clouds
667,Baft,IR,29.234,56.6057,85.17,10,66,2.57,broken clouds
668,Ust-Maya,RU,60.4167,134.5333,64.92,62,71,2.42,broken clouds
669,Itarema,BR,-2.9248,-39.9167,89.42,45,76,15.32,broken clouds
670,Along,IN,28.1667,94.7667,74.82,100,100,0.74,overcast clouds
671,Xiashi,CN,30.5363,120.6864,75.22,97,100,4.41,overcast clouds
